luxury,tranquility,safety,accessibility,security,overall_sentiment,original_index
4,7,8,6,7,6,8695
8,7,8,9,8,8,8696
4,7,8,9,7,7,8698
7,8,8,7,9,8,8699
3,7,8,6,7,7,8700
6,8,7,8,7,8704
8,7,8,9,8,8,8705
6,8,7,7,8,7,8706
7,8,6,7,8,7,8707
7,5,8,9,7,8,8709
6,7,8,7,8,7,8710
3,7,8,7,6,7,8711
6,7,8,8,7,7,8712
8,7,8,7,8,8,8713
5,7,8,8,6,7,8714
3,7,5,8,7,6,8715
6,4,7,8,8,7,8716
7,8,6,7,8,7,8717
4,7,6,5,5,5,8718
7,8,7,8,7,7,8719
7,8,6,7,8,7,8720
2,4,5,7,6,5,8721
8,7,8,9,7,8,8722
5,8,7,6,7,7,8724
8,7,7,8,8,7,8726
5,8,7,9,6,7,8730
7,8,7,9,8,7,8731
6,8,7,5,6,7,8732
6,4,7,5,6,6,8733
8,7,8,9,9,8,8734
4,7,6,5,6,6,8735
8,7,8,8,9,8,8737
7,8,9,7,8,8,8738
2,7,5,6,4,5,8739
6,5,8,7,7,7,8740
4,6,7,8,8,6,8742
6,7,8,8,9,7,8744
6,7,8,7,8,7,8745
9,8,8,9,9,8,8746
2,5,7,8,6,6,8747
7,6,8,9,7,7,8749
6,8,7,8,7,7,8750
5,7,8,6,7,7,8751
6,6,7,8,7,7,8752
8,9,7,8,8,8,8753
5,7,8,6,7,6,8754
8,7,8,9,8,8,8755
2,5,7,6,6,5,8756
8,9,8,7,8,8,8757
8,7,9,9,8,8,8758
5,8,7,6,7,7,8761
4,6,7,8,7,7,8765
8,7,8,9,8,8,8766
3,6,7,8,7,7,8768
7,8,6,7,8,7,8769
5,7,8,6,6,6,8770
8,7,8,7,8,8,8772
8,5,7,6,7,7,8776
1,8,7,6,7,7,8777
7,6,8,7,8,7,8778
5,6,7,8,7,6,8779
8,7,7,6,8,7,8780
7,8,8,7,8,7,8782
5,7,8,3,6,6,8785
7,8,8,6,7,7,8787
3,2,4,5,6,4,8788
7,5,8,8,7,7,8789
8,6,7,8,7,7,8790
2,5,7,6,4,5,8791
7,6,8,7,7,7,8793
2,4,5,7,6,5,8794
5,7,8,9,7,8,8795
6,7,8,7,7,7,8797
4,6,7,8,7,6,8798
5,8,7,5,6,6,8799
5,7,8,6,7,7,8800
3,6,7,8,6,6,8801
5,7,8,8,6,7,8802
7,7,8,8,9,8,8804
2,5,7,6,8,6,8805
7,6,8,9,7,7,8806
6,7,8,7,8,7,8807
8,7,9,8,8,8,8810
6,7,8,7,8,7,8812
2,4,5,8,7,5,8815
4,8,7,6,5,6,8816
2,7,6,4,5,5,8818
7,8,7,8,8,8,8819
9,8,7,8,9,8,8822
5,3,6,8,7,6,8823
7,8,8,9,7,8,8825
3,6,5,7,8,6,8826
7,8,8,7,8,8,8827
8,7,8,9,7,8,8828
8,7,7,8,8,8,8829
7,8,9,6,7,7,8832
6,8,7,6,7,7,8834
7,6,8,7,7,7,8835
9,8,7,8,8,8,8836
4,8,7,6,5,6,8838
7,8,8,7,7,7,8839
6,7,8,9,7,7,8840
7,8,7,8,9,8,8841
6,7,8,6,7,7,8843
1,5,6,7,8,5,8844
9,8,7,8,7,8,8846
8,9,7,8,8,8,8847
7,6,8,7,8,7,8848
7,8,8,8,9,8,8850
6,8,7,7,8,7,8852
7,8,7,8,8,7,8853
5,7,6,8,7,7,8855
8,9,7,8,8,8,8856
7,8,6,7,8,7,8857
7,8,8,7,8,7,8858
8,9,7,8,9,8,8859
6,7,5,8,6,7,8861
8,7,7,8,8,8,8862
5,7,6,8,7,7,8863
7,8,8,7,7,7,8864
2,4,7,6,7,5,8865
7,8,9,6,8,7,8867
7,8,8,7,8,8,8868
8,7,8,8,8,9,8870
8,7,8,9,8,8,8871
6,7,8,7,8,7,8872
3,6,7,8,6,6,8873
8,9,9,8,9,8,8875
2,4,5,7,6,4,8877
5,6,7,8,7,7,8878
2,4,6,7,5,5,8881
3,7,8,6,6,7,8882
7,8,7,8,7,7,8883
6,7,8,7,8,7,8884
6,7,8,6,7,7,8885
6,8,7,5,7,7,8886
5,4,7,8,6,6,8887
5,9,8,7,8,7,8888
2,7,8,9,7,7,8889
8,7,8,7,8,8,8890
7,8,8,7,7,7,8891
7,8,8,9,7,8,8892
5,6,7,8,6,6,8893
4,7,8,6,7,6,8894
4,8,7,9,8,8,8895
7,6,8,8,7,7,8896
7,8,8,9,9,8,8897
7,8,7,8,7,7,8898
7,8,7,6,8,7,8899
4,6,8,7,7,6,8900
8,7,8,9,8,8,8901
5,6,7,8,8,7,8902
8,7,8,9,9,8,8903
8,7,8,6,7,7,8904
3,6,7,8,8,7,8905
3,6,7,8,7,6,8906
2,5,5,7,6,5,8907
7,8,9,7,8,8,8908
8,7,7,8,8,8,8909
2,7,6,5,8,6,8910
5,7,8,9,6,7,8911
8,7,8,7,8,8,8912
6,5,7,8,7,7,8913
6,8,7,9,7,7,8914
8,7,6,8,7,7,8917
6,4,7,5,6,6,8918
5,7,6,8,7,7,8920
4,6,7,8,9,7,8921
7,8,6,7,8,7,8922
2,4,5,6,7,5,8925
6,8,7,7,8,7,8926
5,7,8,9,6,7,8927
2,5,7,6,5,5,8928
3,5,7,8,6,6,8929
8,7,6,9,8,8,8930
2,6,7,8,8,6,8931
8,7,8,9,8,8,8932
7,8,6,7,8,7,8934
8,7,8,9,7,8,8935
7,8,8,6,7,7,8936
5,3,6,7,6,5,8937
7,8,7,8,8,7,8938
8,7,9,8,8,8,8939
5,7,8,6,7,7,8940
7,8,8,7,8,8,8941
2,4,6,8,7,5,8943
3,4,5,6,6,5,8944
2,4,6,8,7,6,8945
7,8,8,9,9,8,8947
7,6,8,7,7,7,8948
2,5,6,7,8,5,8949
7,8,7,8,8,7,8951
8,7,8,9,8,8,8952
8,7,8,7,8,8,8953
5,7,8,6,7,7,8954
8,7,9,8,9,8,8956
3,6,7,8,6,6,8957
7,8,7,6,8,7,8958
7,8,6,7,8,7,8959
8,7,8,8,9,8,8960
6,7,8,7,8,7,8961
8,7,8,9,8,8,8964
5,7,8,6,7,6,8966
4,7,6,5,5,5,8967
9,8,8,7,8,8,8968
0,2,4,6,3,3,8969
5,7,6,8,7,7,8970
7,5,6,8,7,7,8971
8,7,8,9,8,8,8973
9,8,7,6,8,8,8976
5,7,8,8,7,7,8977
3,5,7,6,5,5,8978
4,7,8,6,7,6,8980
3,5,7,6,8,6,8981
8,7,8,7,9,8,8982
8,7,9,8,9,8,8983
3,6,5,7,8,6,8984
7,6,8,8,7,7,8985
4,7,6,8,7,7,8986
2,4,5,3,4,4,8987
6,5,7,8,7,6,8989
5,8,8,9,7,7,8990
8,7,9,8,8,8,8991
8,7,6,8,7,8,8992
8,7,6,9,8,8,8993
2,6,7,8,6,6,8994
5,3,7,6,5,5,8996
8,7,8,9,9,8,8997
6,5,7,8,7,7,8998
7,8,7,6,7,7,8999
2,4,6,8,7,5,9000
7,8,7,6,7,7,9001
7,8,6,7,7,7,9002
3,6,7,8,6,6,9003
7,8,7,8,9,8,9004
2,5,7,6,6,6,9005
6,5,7,8,7,7,9006
5,7,8,6,8,7,9007
7,6,8,7,6,7,9008
3,7,6,8,5,6,9010
8,7,9,8,9,8,9011
6,7,8,7,8,7,9012
9,7,8,9,9,8,9014
3,4,6,7,5,5,9015
8,7,8,9,9,8,9016
8,7,8,9,9,8,9017
7,8,6,7,8,7,9019
3,6,7,5,8,6,9020
7,8,8,7,8,7,9021
7,6,8,9,7,7,9022
3,5,7,6,6,5,9023
5,7,8,6,6,7,9024
3,7,8,6,5,7,9025
5,7,8,6,7,7,9027
7,9,8,8,7,8,9028
5,6,7,8,7,6,9029
6,7,8,8,7,8,9032
2,8,7,6,8,7,9033
8,7,8,8,7,8,9034
6,5,7,8,8,7,9035
8,7,9,8,9,8,9036
6,8,7,7,8,7,9037
2,5,7,8,6,6,9039
7,8,7,8,7,8,9040
7,6,8,9,7,8,9042
2,7,5,6,4,5,9044
8,7,7,8,8,8,9045
8,6,7,7,8,7,9046
7,5,8,6,7,7,9048
7,6,8,7,8,7,9049
8,7,9,8,9,8,9050
2,5,7,8,6,6,9051
8,7,8,7,8,8,9052
9,8,8,7,8,8,9055
3,5,7,6,6,5,9056
7,8,8,7,8,7,9057
7,8,8,8,7,8,9059
2,3,4,7,6,5,9060
2,3,6,8,7,5,9061
5,3,7,6,6,6,9062
7,8,6,7,8,7,9063
8,7,8,8,7,8,9065
6,8,7,6,7,7,9066
5,8,7,9,8,7,9067
6,8,7,8,7,7,9068
8,7,7,8,8,8,9069
8,7,8,6,8,7,9071
8,7,8,9,8,8,9073
8,9,7,8,9,8,9074
7,4,6,8,8,7,9075
7,8,6,7,8,7,9076
7,8,9,7,8,8,9077
7,8,9,6,8,8,9078
8,7,7,8,9,8,9079
7,8,9,7,8,8,9080
4,6,7,8,8,7,9082
8,7,8,9,9,8,9084
8,7,6,9,8,8,9085
7,6,8,9,8,8,9086
7,8,8,7,8,7,9087
3,5,7,8,6,6,9088
2,5,7,6,8,6,9091
6,7,8,7,8,7,9092
5,7,6,8,6,6,9095
3,5,7,6,6,5,9098
8,9,7,8,7,8,9101
7,8,7,8,7,7,9102
3,7,6,8,5,6,9103
2,5,7,6,8,6,9104
3,7,5,8,6,6,9105
7,8,7,8,8,8,9106
5,8,7,6,7,7,9107
8,7,8,9,9,8,9109
8,9,8,7,8,8,9110
6,7,8,7,7,7,9112
7,8,8,7,7,7,9113
8,7,8,9,8,8,9114
6,8,7,9,8,8,9115
8,9,8,7,9,8,9116
7,6,8,7,7,7,9117
8,7,7,8,9,8,9118
7,8,9,7,8,8,9119
8,7,6,8,7,7,9120
8,7,9,8,8,8,9121
3,6,7,8,8,6,9123
7,8,8,7,6,7,9125
6,8,7,7,8,7,9128
3,6,7,5,8,6,9129
7,6,5,7,8,7,9130
5,4,6,7,6,9132
8,7,6,8,7,7,9133
6,5,8,7,7,7,9134
8,7,6,7,8,7,9135
8,7,9,8,8,8,9136
6,8,7,7,8,7,9138
3,5,7,6,8,6,9139
7,8,8,7,7,7,9140
2,5,7,6,6,5,9141
3,4,6,5,7,5,9142
7,8,6,5,7,7,9143
9,8,7,8,8,8,9144
7,8,6,8,7,7,9145
8,7,8,9,8,8,9146
4,6,7,8,7,7,9147
7,8,8,7,8,8,9148
8,9,7,8,8,8,9149
7,8,7,6,5,7,9150
7,8,7,6,8,8,9151
5,7,8,6,7,7,9155
3,4,5,6,7,5,9156
6,6,8,7,8,7,9158
7,6,8,7,7,7,9159
8,9,7,8,7,8,9160
6,7,8,8,7,7,9162
5,7,8,8,7,7,9164
5,8,7,6,7,6,9165
6,7,8,7,8,7,9166
7,8,5,7,9,8,9167
5,7,8,8,9,7,9168
8,7,7,8,9,8,9170
2,7,8,6,8,7,9171
2,6,7,8,7,6,9172
7,8,8,7,8,8,9174
5,6,7,8,7,6,9176
6,8,9,9,8,8,9177
4,7,6,8,7,6,9178
3,7,8,6,7,6,9179
4,5,6,7,8,6,9180
7,6,8,9,7,7,9182
7,8,6,5,7,7,9183
7,8,7,8,8,8,9184
8,7,6,8,7,7,9185
6,7,7,8,8,7,9186
3,7,6,5,6,5,9187
3,7,8,6,5,6,9190
2,6,7,8,5,6,9192
7,8,8,9,7,8,9193
2,7,8,6,7,6,9194
8,9,9,8,9,8,9195
8,7,8,7,8,8,9199
8,7,7,8,8,8,9201
8,9,8,7,8,8,9202
7,8,8,7,8,7,9203
8,7,8,9,8,8,9204
7,8,8,7,6,7,9206
7,6,8,8,7,7,9207
8,7,6,7,7,7,9208
8,7,8,8,8,8,9209
5,6,8,7,7,7,9210
7,8,8,7,9,8,9211
3,7,6,8,5,6,9212
5,6,7,8,7,7,9213
6,7,8,6,7,7,9214
6,7,8,7,8,7,9215
3,7,5,8,6,6,9217
8,9,7,8,8,8,9218
7,8,8,9,8,8,9219
5,7,8,6,7,6,9220
2,6,7,8,7,6,9222
4,5,7,6,8,6,9223
7,8,8,7,8,8,9225
8,7,8,7,8,8,9226
8,7,6,8,6,7,9227
7,8,6,8,7,7,9228
5,7,8,6,7,6,9229
6,4,7,8,7,6,9232
8,7,8,6,7,7,9233
6,4,7,8,7,6,9234
8,9,7,8,9,8,9236
7,8,6,7,8,7,9237
4,7,6,8,8,7,9238
7,8,8,7,7,7,9240
8,9,6,7,7,7,9241
8,7,8,9,9,8,9243
8,7,8,8,8,8,9244
3,7,8,6,7,7,9245
3,5,6,4,5,4,9246
8,7,9,8,8,8,9247
9,8,8,9,9,9,9249
6,7,8,7,8,7,9250
7,6,8,7,7,7,9252
7,8,8,7,7,7,9253
7,8,7,8,8,8,9254
8,7,8,9,8,8,9256
7,8,8,7,8,8,9257
7,8,7,9,8,8,9258
8,7,8,9,8,8,9259
6,8,7,7,6,7,9260
7,6,8,7,7,7,9261
6,4,5,8,7,6,9262
5,8,7,6,7,7,9263
6,8,7,8,7,7,9264
7,8,8,7,8,7,9265
5,8,7,6,7,7,9267
5,8,7,6,7,7,9268
7,8,6,7,9,8,9269
7,8,7,6,8,7,9270
2,6,8,7,7,6,9271
6,7,8,9,7,8,9273
8,9,8,9,8,8,9274
8,7,8,8,8,8,9275
7,5,8,6,7,7,9277
2,5,7,6,4,5,9280
5,7,8,9,8,8,9281
6,8,7,6,5,7,9282
3,7,7,5,6,6,9283
8,7,7,8,8,7,9284
8,7,8,9,8,8,9286
3,4,5,6,6,5,9287
2,5,7,6,8,6,9288
2,5,7,8,6,6,9289
3,5,7,8,6,6,9290
7,8,8,9,8,9291
5,3,7,6,8,6,9292
5,8,7,9,6,7,9295
5,7,8,7,8,7,9296
6,8,7,5,7,7,9297
7,8,6,7,8,7,9298
3,6,7,8,8,7,9299
4,7,8,6,7,7,9302
8,7,8,9,8,8,9304
6,8,7,8,7,7,9305
4,6,7,8,7,6,9306
5,6,7,8,8,7,9307
5,8,7,9,8,7,9308
7,6,8,7,7,7,9309
2,5,6,7,6,5,9310
8,7,8,6,7,8,9311
8,5,7,6,8,7,9312
3,5,7,6,6,5,9313
6,7,8,7,6,7,9314
8,7,8,9,9,8,9315
8,7,9,8,8,8,9316
3,6,7,5,4,5,9317
3,5,7,8,6,6,9318
7,8,6,5,8,7,9319
5,3,7,8,6,6,9321
6,5,7,8,7,7,9323
9,8,8,7,8,8,9324
2,5,7,6,8,6,9325
8,7,9,8,8,8,9326
6,7,8,8,7,7,9327
8,7,8,9,8,8,9329
2,3,5,4,4,4,9330
7,8,8,6,7,7,9331
2,7,7,6,8,7,9334
3,4,6,5,7,5,9335
6,7,8,7,8,7,9336
7,8,6,8,8,7,9337
7,8,6,9,7,7,9338
7,8,8,7,8,8,9340
2,7,8,5,6,6,9341
7,8,8,7,7,7,9343
8,7,9,8,8,8,9345
7,8,6,9,7,7,9346
2,4,6,7,8,5,9347
8,7,8,7,8,7,9348
3,7,8,6,5,6,9350
8,7,9,8,8,8,9351
3,6,7,8,7,6,9352
5,7,8,6,7,7,9353
5,7,6,8,7,7,9354
8,9,8,7,8,8,9355
6,7,8,7,7,7,9356
8,7,7,8,8,8,9358
7,6,8,7,7,7,9359
3,5,6,8,7,6,9361
7,8,6,9,7,8,9362
8,7,8,8,8,8,9363
8,7,8,9,8,8,9364
3,5,7,8,6,6,9365
9,8,7,9,8,8,9366
6,7,8,7,8,7,9367
5,4,6,7,6,6,9368
8,7,8,7,8,8,9369
8,7,7,8,8,8,9371
6,8,7,8,8,7,9372
7,8,6,7,7,7,9373
8,9,7,8,9,8,9374
8,6,7,8,8,7,9375
7,6,8,9,8,8,9376
8,7,9,8,9,8,9377
2,5,4,6,3,4,9378
2,4,6,7,5,5,9380
7,8,8,7,7,7,9381
5,7,8,9,6,7,9382
7,6,8,7,8,7,9383
8,9,8,7,8,8,9384
8,7,8,7,8,8,9386
7,8,8,7,8,8,9389
3,5,7,6,6,5,9390
8,7,8,9,8,8,9391
8,7,8,9,8,8,9392
7,6,8,7,8,7,9393
6,7,8,7,7,7,9396
7,8,8,7,8,8,9397
9,8,7,9,8,8,9398
3,4,6,7,8,5,9400
8,7,9,8,8,8,9401
4,6,7,8,7,6,9402
7,8,8,7,9,8,9403
3,6,7,8,7,6,9404
3,5,2,3,2,3,9405
8,7,8,9,8,8,9407
7,8,6,7,8,7,9408
8,7,6,8,7,7,9409
8,7,8,9,8,8,9410
7,8,7,9,8,8,9411
7,8,7,8,7,7,9414
6,7,8,7,8,7,9418
3,8,6,7,8,6,9419
7,8,7,6,8,8,9421
5,8,7,6,8,7,9422
9,8,9,8,9,8,9423
6,7,8,6,7,7,9426
4,6,5,7,3,5,9427
8,7,8,9,9,8,9428
7,8,8,9,7,8,9429
8,7,6,8,7,7,9430
7,6,8,8,7,7,9432
3,4,6,7,8,5,9433
8,9,8,7,8,8,9434
5,6,7,8,7,7,9435
7,6,8,8,7,7,9436
8,7,8,9,8,8,9437
8,7,8,9,9,8,9438
5,6,8,7,7,6,9442
9,8,8,7,9,8,9443
8,7,8,8,9,8,9449
3,6,7,8,7,6,9450
6,7,8,7,8,7,9451
8,7,8,9,9,8,9452
7,6,8,7,7,9453
5,7,8,6,7,7,9454
3,4,2,5,4,4,9455
8,7,8,9,8,8,9456
7,8,8,6,7,7,9457
7,8,7,6,7,7,9458
3,7,8,6,7,6,9459
7,8,8,7,7,7,9461
9,9,9,8,8,9,9462
6,7,8,8,7,7,9463
6,8,7,8,7,8,9465
7,8,7,8,8,8,9467
3,7,6,8,5,6,9468
8,7,8,8,9,8,9469
8,7,8,9,9,8,9470
8,7,8,7,8,8,9471
2,5,7,6,8,6,9472
6,7,8,6,7,7,9473
7,8,8,7,8,7,9474
6,8,7,8,7,7,9475
3,5,7,6,6,5,9476
2,5,7,6,5,6,9477
8,7,8,9,8,8,9478
7,8,6,5,7,7,9480
8,9,7,6,8,8,9481
8,7,9,8,9,8,9482
7,8,8,7,7,7,9483
5,7,8,8,7,7,9484
3,7,8,8,7,7,9485
8,7,6,7,8,8,9486
2,6,7,5,4,5,9487
2,3,5,4,3,4,9488
4,3,5,6,7,5,9489
9,8,8,9,8,8,9490
5,7,8,6,6,6,9491
7,6,8,9,7,7,9492
5,6,7,8,7,6,9493
7,8,7,8,8,8,9494
4,7,8,6,7,7,9496
5,6,7,8,8,7,9497
7,6,8,7,8,7,9498
8,9,8,8,9,8,9499
4,6,7,8,7,6,9500
8,7,6,8,7,8,9501
8,7,9,8,8,8,9502
6,7,8,8,7,8,9503
4,6,8,7,7,7,9504
7,5,6,8,7,6,9505
7,8,9,6,8,7,9506
2,5,7,6,8,6,9507
3,5,7,8,6,6,9508
2,5,7,6,8,5,9509
5,7,8,6,7,7,9510
7,8,9,7,8,9511
3,5,7,6,6,5,9512
2,5,7,6,6,6,9513
4,5,6,7,8,6,9514
8,8,9,7,8,8,9515
8,9,7,8,9,8,9517
3,7,8,6,8,6,9518
8,7,8,9,8,8,9520
6,8,7,5,6,7,9521
7,6,8,7,7,7,9522
3,7,6,8,7,7,9523
7,8,9,7,8,8,9525
8,7,8,9,9,8,9526
8,7,7,8,8,7,9527
4,6,7,8,7,6,9528
7,8,8,9,7,8,9529
8,9,7,8,8,8,9531
5,7,8,6,7,7,9534
7,6,8,7,8,7,9535
2,5,7,8,7,6,9537
6,7,8,8,7,7,9538
7,6,8,7,8,7,9540
7,8,7,8,9,8,9542
7,8,7,8,9,8,9543
2,4,6,8,7,6,9544
4,6,7,8,7,6,9547
7,5,8,6,7,6,9548
3,5,6,7,8,6,9551
8,7,9,8,7,8,9552
6,7,8,6,7,7,9553
3,5,7,8,6,6,9555
7,8,7,6,6,7,9557
8,7,8,7,9,8,9558
5,7,8,6,7,7,9559
5,7,6,8,8,6,9560
6,8,7,7,6,7,9561
8,7,8,9,9,8,9563
3,5,6,7,8,5,9564
2,3,5,6,6,4,9566
2,4,6,7,5,4,9567
3,5,6,7,7,6,9568
4,5,7,6,6,6,9569
5,7,8,6,7,7,9570
7,8,9,6,8,8,9573
2,4,5,6,7,4,9574
3,6,7,8,8,7,9575
4,6,8,7,7,7,9576
7,8,8,7,9,8,9577
6,3,5,7,6,5,9578
8,7,8,9,8,8,9579
7,5,6,8,7,7,9580
6,5,7,6,8,6,9582
8,7,8,7,8,8,9583
2,5,3,4,6,4,9585
4,5,6,7,8,6,9587
8,7,7,8,8,7,9588
8,7,9,8,9,8,9591
5,7,6,8,7,7,9592
5,6,7,8,7,7,9594
2,5,7,6,4,5,9595
7,8,8,7,8,8,9596
7,6,8,7,8,7,9598
9,8,7,8,8,8,9599
2,5,6,7,8,6,9600
6,4,5,7,6,6,9601
7,6,8,7,7,7,9602
7,8,8,7,8,8,9603
6,5,8,7,7,7,9605
8,7,8,9,9,8,9607
8,7,8,7,8,8,9608
7,8,8,7,6,8,9609
8,7,8,9,8,8,9610
5,8,7,6,7,7,9611
7,5,8,6,7,7,9612
3,7,8,6,7,7,9614
8,7,9,8,8,8,9616
2,1,5,6,7,5,9617
6,8,7,8,8,7,9618
7,8,7,8,9,8,9619
8,7,8,9,8,8,9620
7,8,8,9,9,8,9621
2,4,5,8,6,5,9624
3,4,6,7,5,5,9626
8,7,8,7,8,7,9627
7,6,8,7,7,7,9629
8,7,8,7,8,8,9630
2,4,6,5,3,4,9631
7,8,6,7,8,7,9632
8,7,8,7,7,8,9633
8,7,8,7,8,7,9634
8,7,8,7,8,8,9635
7,8,6,8,7,7,9636
2,7,5,4,6,6,9637
7,8,8,7,7,7,9640
2,6,7,8,7,7,9641
7,8,8,7,9,8,9642
4,5,6,7,6,6,9644
5,7,8,8,7,7,9645
6,8,7,8,7,7,9646
5,4,7,8,6,6,9647
7,8,6,7,6,7,9648
5,7,8,9,8,7,9649
8,7,8,8,7,8,9650
8,7,9,8,9,8,9651
4,6,5,7,6,6,9652
7,8,9,9,8,8,9654
6,8,7,8,7,7,9655
8,7,7,8,8,8,9656
7,8,7,8,7,7,9658
4,7,8,6,7,6,9659
6,7,6,8,7,7,9660
2,6,7,8,7,6,9662
7,8,7,6,8,7,9663
3,4,5,2,3,3,9665
8,7,6,8,7,7,9666
5,7,8,8,7,7,9667
8,7,6,7,8,8,9668
7,6,8,7,7,7,9669
7,6,8,7,8,7,9670
3,5,8,9,9,7,9671
3,4,7,6,5,5,9672
8,8,7,9,8,8,9673
4,5,6,7,8,6,9675
2,5,7,8,6,6,9676
7,8,8,7,7,8,9677
2,4,6,7,8,5,9678
3,5,7,6,8,6,9679
6,8,7,9,8,8,9680
7,8,8,7,8,8,9681
7,8,8,7,8,7,9682
3,6,7,8,6,6,9683
5,7,6,8,7,6,9686
7,8,7,8,8,8,9687
2,5,7,6,6,5,9689
8,9,7,8,8,8,9690
9,8,8,9,8,8,9691
7,8,7,6,8,7,9694
7,8,8,9,8,8,9695
3,7,8,6,7,7,9696
7,8,8,9,9,8,9697
2,5,7,6,8,6,9698
7,5,7,8,8,7,9699
8,7,8,9,9,8,9700
2,5,6,8,7,6,9701
2,5,6,7,4,5,9702
3,8,7,6,5,6,9704
8,7,5,6,8,7,9705
6,7,8,8,7,7,9706
8,7,8,9,8,8,9707
2,5,6,7,8,5,9708
8,7,8,9,9,8,9709
7,8,7,6,8,7,9710
2,3,4,7,6,5,9711
8,9,7,8,8,9713
3,8,7,6,7,7,9714
5,8,7,6,6,6,9715
6,8,7,8,7,7,9716
2,5,7,8,6,6,9717
8,7,7,8,8,8,9718
7,8,8,7,7,8,9719
7,8,7,8,9,8,9720
8,7,8,9,9,8,9723
8,7,8,6,7,8,9724
8,7,6,8,7,7,9725
8,7,9,8,9,8,9727
6,7,8,8,7,7,9729
6,7,8,7,8,7,9730
6,7,8,8,7,7,9732
8,7,8,9,8,8,9733
6,7,8,7,8,7,9735
6,7,8,7,8,7,9736
7,6,8,8,7,7,9737
8,9,8,8,9,8,9738
6,7,8,9,7,7,9740
4,5,7,6,8,6,9742
6,6,7,8,8,7,9743
8,7,9,8,7,8,9745
7,8,9,8,7,8,9746
3,7,8,6,5,6,9748
8,7,9,8,8,8,9750
2,6,8,5,7,6,9751
3,8,7,6,8,7,9752
4,7,6,6,5,6,9753
7,8,9,8,8,8,9756
5,6,8,9,7,7,9757
8,6,7,8,7,7,9758
8,7,8,8,9,8,9759
5,3,6,7,8,6,9760
2,5,7,6,4,5,9762
3,6,7,8,5,6,9763
2,8,7,6,7,7,9765
4,6,7,8,7,6,9766
8,7,9,8,8,8,9767
3,6,7,8,7,6,9768
2,7,3,1,2,3,9769
4,5,7,8,6,6,9770
2,5,7,8,6,6,9771
5,7,8,6,7,7,9773
6,7,8,8,7,7,9774
8,7,8,9,8,8,9775
7,5,8,9,8,7,9776
8,6,8,7,7,7,9777
7,8,8,7,7,7,9778
5,7,8,6,6,6,9779
4,7,8,6,7,6,9781
7,8,9,8,8,8,9782
2,7,6,5,4,5,9783
6,7,8,9,8,8,9784
8,7,8,7,8,7,9785
7,8,7,8,6,8,9788
2,4,5,6,3,4,9789
2,5,6,7,7,5,9790
2,5,7,8,6,6,9791
7,8,7,8,8,7,9792
6,7,8,6,7,7,9793
6,8,7,8,8,7,9794
9,8,7,8,9,8,9796
9,7,8,6,8,8,9797
7,8,7,9,8,8,9798
3,7,8,6,5,6,9800
7,6,8,5,6,6,9802
2,6,7,8,8,7,9803
6,8,7,7,8,7,9804
2,7,6,8,8,7,9805
5,8,7,9,8,8,9808
8,7,8,8,9,8,9810
9,8,8,9,9,8,9811
8,7,8,9,8,8,9812
8,9,8,7,8,8,9813
8,9,7,6,8,8,9815
8,7,8,9,8,8,9816
8,6,8,7,8,7,9818
3,4,6,8,7,6,9819
7,8,7,6,6,7,9820
8,7,7,8,9,8,9821
9,8,9,8,9,8,9822
2,5,7,6,6,5,9823
5,8,7,6,6,6,9824
6,8,7,8,8,8,9825
4,7,8,7,8,7,9827
3,7,6,8,7,7,9828
3,5,6,7,4,5,9829
6,8,7,8,8,7,9830
5,7,8,6,7,7,9832
7,8,6,7,8,7,9834
8,7,7,8,8,8,9836
7,8,7,8,9,8,9837
8,7,9,8,8,8,9838
8,7,9,8,8,8,9839
2,7,8,6,7,6,9840
6,8,8,7,7,7,9841
6,8,7,8,7,7,9843
6,8,9,7,8,8,9844
8,9,8,7,8,8,9845
8,7,8,9,8,8,9846
7,8,6,9,7,8,9847
8,7,8,6,7,7,9849
2,6,7,3,5,4,9850
2,3,5,4,6,4,9851
7,5,8,9,6,7,9852
2,6,7,5,6,5,9853
8,7,8,9,8,8,9854
6,7,8,8,7,7,9855
8,7,8,9,8,8,9858
6,8,7,7,5,7,9859
6,5,7,8,8,7,9861
8,9,7,8,8,8,9862
5,7,8,6,7,7,9863
7,8,6,7,8,7,9864
8,7,8,9,8,8,9867
4,6,7,8,7,7,9868
8,7,8,9,9,8,9870
2,6,4,5,7,5,9871
8,7,9,8,9,8,9872
8,7,8,8,7,7,9873
6,8,7,6,7,7,9874
2,4,5,6,7,5,9875
2,8,7,5,6,6,9876
4,7,8,9,8,8,9877
5,8,7,6,7,7,9878
8,9,7,7,8,8,9883
4,6,7,8,5,6,9884
4,7,8,6,7,7,9885
7,8,9,8,7,8,9886
7,4,6,7,7,6,9887
2,4,6,7,5,5,9888
8,9,7,9,8,8,9889
7,6,8,7,7,7,9890
7,8,8,7,7,7,9892
8,7,8,8,9,8,9894
3,5,7,6,8,6,9896
8,7,8,6,8,7,9897
6,7,8,9,7,7,9898
5,9,7,8,6,7,9900
3,6,7,8,7,6,9901
4,7,6,8,7,6,9902
5,7,6,8,7,6,9904
8,7,8,9,8,8,9905
3,6,7,8,8,6,9906
8,7,8,8,7,8,9907
4,7,5,6,6,6,9909
8,7,8,7,8,8,9910
8,9,7,8,9,8,9911
3,6,7,8,7,6,9912
4,6,7,8,8,7,9913
7,8,6,7,8,7,9914
8,7,8,8,7,8,9915
